file,lines,sha16,first_line,last_line,hit_wf_mstr,hit_glt_det,hit_insert_log,hit_MessageBox.Show,hit_TODO
Sumplas Solution/Sumplas.Project/Module/Distribution/Purchase Order/Report/FPurchaseOrderOutstandingReceiveReport.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Distribution/Purchase Order/Report/FPurchaseOrderOutstandingReceiveReport.vb,151,1cec5282de1ae96e,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Sumplas Solution/Sumplas.Project/Module/Distribution/Purchase Order/Transaction/FPurchaseOrder.Designer.vb,1812,ccdc5de801a8568f,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Distribution/Purchase Order/Transaction/FPurchaseOrder.resx,132,f41a0c6dee176215,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Distribution/Purchase Order/Transaction/FPurchaseOrder.vb,6447,c3ce000270987b0e,﻿Imports DevExpress.XtraExport,,13,8,9,116,0
Sumplas Solution/Sumplas.Project/Module/Distribution/Requisition/Print Out/XRDocumentApprovalSub.designer.vb,230,4f654bf9bb47e57f,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Distribution/Requisition/Print Out/XRDocumentApprovalSub.resx,202,e7cc93451b321ac5,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,1,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Distribution/Requisition/Print Out/XRDocumentApprovalSub.vb,28,2a15aa902d2b737c,Public Class XRDocumentApprovalSub,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Distribution/Requisition/Print Out/XRRequisition.designer.vb,677,9a635ed48d78b616,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Distribution/Requisition/Print Out/XRRequisition.resx,285,6334b5e6529f898d,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Distribution/Requisition/Print Out/XRRequisition.vb,137,bd564c531f1cc7be,Imports DevExpress.XtraPrinting,End Class,1,0,1,4,0
Sumplas Solution/Sumplas.Project/Module/Distribution/Requisition/Print Out/XRRequisitionCost.designer.vb,774,2e721cd93ca6e4a0,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Distribution/Requisition/Print Out/XRRequisitionCost.resx,324,38e137aa949ec620,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Distribution/Requisition/Print Out/XRRequisitionCost.vb,125,edff673855b83608,Imports DevExpress.XtraPrinting,End Class,1,0,1,4,0
Sumplas Solution/Sumplas.Project/Module/Distribution/Requisition/Print Out/XRRoutingApproval.designer.vb,184,636db256e91e7888,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Distribution/Requisition/Print Out/XRRoutingApproval.resx,199,88bbee0db9904d62,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,1,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Distribution/Requisition/Print Out/XRRoutingApproval.vb,3,6e988e86f2a2a897,Public Class XRRoutingApproval,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Payable/Report/FAPPaymentReport.Designer.vb,191,3fbe1eb36fda78a3,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Payable/Report/FAPPaymentReport.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Payable/Report/FAPPaymentReport.vb,243,b148818f7c0dac43,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Payable/Transaction/FPaymentManualChecks.designer.vb,1201,144a2ce65ce4fedc,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Payable/Transaction/FPaymentManualChecks.resx,129,21f04bb96ca2099d,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Payable/Transaction/FPaymentManualChecks.vb,2586,6237abe02a91092d,﻿Imports Devart.Data.PostgreSql,End Class,0,25,3,42,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Print Out/FDRCRMemoPrint.designer.vb,363,12140eca41b7f871,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Print Out/FDRCRMemoPrint.resx,126,10815bc58252fa8f,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Print Out/FDRCRMemoPrint.vb,415,6ec6653549e52a8b,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,9,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Print Out/XRCashInARPrint.designer.vb,1083,09965135fba2f635,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Print Out/XRCashInARPrint.resx,366,f59f99dafbf46866,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Print Out/XRCashInARPrint.vb,108,fd25b00fe9cb225e,Imports master_new.ModFunction,End Class,0,0,1,4,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Print Out/XRInvoiceDistLine2.designer.vb,991,00dc31f3ff1444c4,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Print Out/XRInvoiceDistLine2.resx,120,f4f74dba3578e403,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Print Out/XRInvoiceDistLine2.vb,154,23cdb87e68e94b95,Imports DevExpress.XtraPrinting,End Class,0,0,2,4,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Print Out/XRInvoiceQtyReal.designer.vb,1283,9a43b61e60525423,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Print Out/XRInvoiceQtyReal.resx,120,f4f74dba3578e403,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Print Out/XRInvoiceQtyReal.vb,188,c0c544d46a812843,Imports DevExpress.XtraPrinting,End Class,0,0,2,4,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Print Out/XRInvoiceQtyReal2.designer.vb,1252,9ae43e699293c7b7,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Print Out/XRInvoiceQtyReal2.resx,120,f4f74dba3578e403,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Print Out/XRInvoiceQtyReal2.vb,186,5247fa7818dfa1fa,Imports DevExpress.XtraPrinting,End Class,0,0,2,4,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Print Out/ds_arinv.Designer.vb,4169,b7c58794e9f882ae,﻿'------------------------------------------------------------------------------,End Namespace,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Print Out/ds_arinv.xsd,546,4d8536e045d9da50,"﻿<?xml version=""1.0"" encoding=""utf-8""?>",</xs:schema>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Report/FARPaymentReport.designer.vb,275,b0f7284ebeb0f1ee,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Report/FARPaymentReport.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Report/FARPaymentReport.vb,459,99082ffaa40848b7,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,1,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Report/FARReport.Designer.vb,505,d52492a8ea13c5d5,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Report/FARReport.resx,123,5606230ac553c97a,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Report/FARReport.vb,1152,02f233e1149438da,﻿Imports Devart.Data.PostgreSql,End Class,0,0,0,4,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Transaction/FARBilyetGiro.designer.vb,792,ca5f7499db1407c8,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Transaction/FARBilyetGiro.resx,138,d2cb34d61e359e92,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Transaction/FARBilyetGiro.vb,1098,555bc50b3786aa8d,﻿Imports Devart.Data.PostgreSql,End Class,0,20,3,19,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Transaction/FARNota.designer.vb,839,575f07ad537c0368,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Transaction/FARNota.resx,129,76e4fb1b162582d1,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Transaction/FARNota.vb,1081,2c0789f704b49621,﻿Imports Devart.Data.PostgreSql,End Class,0,0,3,19,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Transaction/FARPayment.designer.vb,1276,4cdb336fd0eb6d91,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Transaction/FARPayment.resx,129,76e4fb1b162582d1,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Transaction/FARPayment.vb,3119,57ef768c3bf188fa,﻿Imports Devart.Data.PostgreSql,End Class,0,25,5,58,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Transaction/FDRCRMemo.designer.vb,1799,4ce09c0bcf7d38c2,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Transaction/FDRCRMemo.resx,129,76e4fb1b162582d1,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
Sumplas Solution/Sumplas.Project/Module/Financial/Account Receiveable/Transaction/FDRCRMemo.vb,5521,93d8bb6f9c7dc717,﻿Imports Devart.Data.PostgreSql,End Class,0,26,7,59,0
