file,lines,sha16,first_line,last_line,hit_wf_mstr,hit_glt_det,hit_insert_log,hit_MessageBox.Show,hit_TODO
SFI Solution/SFI.Project/Module/Financial/AR Invoice/Print Out/XRInvoiceDisc2.resx,120,f4f74dba3578e403,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/AR Invoice/Print Out/XRInvoiceDisc2.vb,183,b1bd3f13ef598759,Imports DevExpress.XtraPrinting,End Class,0,0,1,4,0
SFI Solution/SFI.Project/Module/Financial/AR Invoice/Print Out/XRInvoiceDisc2_a5.designer.vb,1615,4f244363aaabe30f,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/AR Invoice/Print Out/XRInvoiceDisc2_a5.resx,123,2c0021d993616ca2,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/AR Invoice/Print Out/XRInvoiceDisc2_a5.vb,169,ba99ad3a0d0889eb,Imports DevExpress.XtraPrinting,End Class,0,0,1,4,0
SFI Solution/SFI.Project/Module/Financial/AR Invoice/Print Out/XRInvoiceDistLine2.designer.vb,1166,ef16f52031ac039f,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/AR Invoice/Print Out/XRInvoiceDistLine2.resx,123,2c0021d993616ca2,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/AR Invoice/Print Out/XRInvoiceDistLine2.vb,120,fa9f7ee773abccd9,Imports DevExpress.XtraPrinting,End Class,0,0,1,4,0
SFI Solution/SFI.Project/Module/Financial/AR Invoice/Print Out/ds_invoice.vb,2,a22e12b61e34c029,﻿Partial Class ds_invoice,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/AR Invoice/Print Out/ds_invoice.xsd,514,2eb7d58e3e526e38,"﻿<?xml version=""1.0"" encoding=""utf-8""?>",</xs:schema>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/AR Invoice/Print Out/ds_invoice2.Designer.vb,608,7263a1d45d9571e1,﻿'------------------------------------------------------------------------------,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/AR Invoice/Print Out/ds_invoice2.xsd,25,4f378a407b12d123,"﻿<?xml version=""1.0"" encoding=""utf-8""?>",</xs:schema>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/AR Invoice/Transaction/FARPayment.Designer.vb,1386,469a0dedd816d2da,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/AR Invoice/Transaction/FARPayment.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/AR Invoice/Transaction/FARPayment.vb,3087,26d9035cb0dae065,﻿Imports Devart.Data.PostgreSql,End Class,0,25,3,52,0
SFI Solution/SFI.Project/Module/Financial/AR Invoice/Transaction/FDRCRMemo.Designer.vb,2088,016d2227a7582ce7,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/AR Invoice/Transaction/FDRCRMemo.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/AR Invoice/Transaction/FDRCRMemo.vb,4681,253be25bce0c9f78,﻿Imports Devart.Data.PostgreSql,End Class,0,24,5,54,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRealizationPrint.designer.vb,998,a198db81eafda2c4,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRealizationPrint.resx,594,2065517ee9b96242,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRealizationPrint.vb,314,40923ea850ca41fd,Imports master_new.PGSqlConn,End Class,0,0,1,4,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRealizationPrintPng.designer.vb,509,fb72a25e4c0f5716,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRealizationPrintPng.resx,234,9086b685e4066596,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRealizationPrintPng.vb,219,e86ca7bd9e8f869c,Imports master_new.PGSqlConn,End Class,1,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRequestPrint.designer.vb,820,aba6a4bbd24a6a1a,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRequestPrint.resx,570,0afc9c9d4d5a86b1,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRequestPrint.vb,286,6c6f2fea613092ef,Imports master_new.PGSqlConn,End Class,0,0,1,4,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRequestPrintPng.designer.vb,666,875da6244fad7f92,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRequestPrintPng.resx,522,93e30a224a0620bb,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Print Out/XRDisbursementRequestPrintPng.vb,254,20444e5f26f19643,Imports master_new.PGSqlConn,End Class,1,0,0,1,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Print Out/XRDisbursementVoucherPrint.designer.vb,918,48d84e48b96845dd,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Print Out/XRDisbursementVoucherPrint.resx,579,a8aa99f7d18341ce,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Print Out/XRDisbursementVoucherPrint.vb,332,5458ee0f1b664335,Imports master_new.ModFunction,End Class,0,0,1,5,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Report/Grid/FGeneralLedgerCashReportPerUserBank.designer.vb,452,f5bc2b6c0897b4cd,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Report/Grid/FGeneralLedgerCashReportPerUserBank.resx,126,854f573badcd3e0d,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Report/Grid/FGeneralLedgerCashReportPerUserBank.vb,742,79f88c808654ac56,﻿Imports master_new.ModFunction,End Class,0,4,0,5,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Report/Grid/XRCashBalance.designer.vb,909,87ff95dfbc19fbd5,<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Report/Grid/XRCashBalance.resx,561,9d25e826bc6e57c6,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Report/Grid/XRCashBalance.vb,42,44f5e016f9f2f32a,Imports DevExpress.XtraPrinting,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Transaction/FDisbursementRealization.designer.vb,1462,d0ab80c37666fd79,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Transaction/FDisbursementRealization.resx,132,387d7667fceb3418,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Transaction/FDisbursementRealization.vb,3356,b938850c20687e81,﻿Imports Devart.Data.PostgreSql,,10,1,6,78,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Transaction/FDisbursementRealizationApproval.designer.vb,940,b202bc95f34fd4ec,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Transaction/FDisbursementRealizationApproval.resx,138,ccd6028516e1132e,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Transaction/FDisbursementRealizationApproval.vb,1741,bd3e1505d340f331,﻿Imports Devart.Data.PostgreSql,End Class,16,9,3,28,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Transaction/FDisbursementRequest.designer.vb,1464,a83e5090995189fa,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Transaction/FDisbursementRequest.resx,132,b557f833e1ea67e9,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Transaction/FDisbursementRequest.vb,2839,ad432b2321ccb7a1,﻿Imports Devart.Data.PostgreSql,,10,1,7,78,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Transaction/FDisbursementVoucher.designer.vb,1440,d85a903d6d085c35,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Transaction/FDisbursementVoucher.resx,132,b709a38c7be8db62,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Cash Management/Transaction/FDisbursementVoucher.vb,2058,3f11065239ea0447,﻿Imports Devart.Data.PostgreSql,,0,2,3,38,0
SFI Solution/SFI.Project/Module/Financial/General Ledger/FGenerateJournalSOShipment.designer.vb,206,37d681a2b955d059,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/General Ledger/FGenerateJournalSOShipment.resx,129,86b0d583c00fc960,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/General Ledger/FGenerateJournalSOShipment.vb,787,ec30bb698469078a,﻿Imports Devart.Data.PostgreSql,,0,11,0,9,0
SFI Solution/SFI.Project/Module/Financial/General Ledger/FGenerateJournalWOCompIssues.designer.vb,207,88fe4bee37e25ec5,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/General Ledger/FGenerateJournalWOCompIssues.resx,129,86b0d583c00fc960,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/General Ledger/FGenerateJournalWOCompIssues.vb,1235,724049ceb4a5b4fc,﻿Imports Devart.Data.PostgreSql,,0,17,0,9,0
SFI Solution/SFI.Project/Module/Financial/General Ledger/FGenerateJournalWOReceipt.designer.vb,207,fdf373c60e68647f,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/General Ledger/FGenerateJournalWOReceipt.resx,129,86b0d583c00fc960,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/General Ledger/FGenerateJournalWOReceipt.vb,875,f412ae24828f05a1,﻿Imports Devart.Data.PostgreSql,,0,13,0,10,0
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/FFakturPajak.designer.vb,928,69eded6e2d0a2324,﻿<Global.Microsoft.VisualBasic.CompilerServices.DesignerGenerated()> _,End Class,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/FFakturPajak.resx,129,2ba8fdb9b3ea14df,"<?xml version=""1.0"" encoding=""utf-8""?>",</root>,0,0,0,0,0
SFI Solution/SFI.Project/Module/Financial/Tax Invoice/FFakturPajak.vb,1630,5a001be52b50233e,﻿Imports Devart.Data.PostgreSql,End Class,0,0,3,33,0
